station_id,demand_id,route_energy_fraction,route_distance_km,straight_distance_km,detour_ratio,demand_name,demand_category,demand_latitude,demand_longitude,station_name,station_category,station_latitude,station_longitude,scenario,wind_speed_mps,wind_flow_bearing_deg,total_energy_fraction,battery_reserve_after_mission_fraction,unserved_reason
facility_2442,facility_1012,0.37923270512166496,4.205352769665988,4.205352769665988,1.0,دکتر نازنین علوی,clinic,35.7734565,51.3800705,بیمارستان کودکان حضرت علی اصغر,hospital,35.767388599236256,51.42599559885438,CALM,0.0,,0.41923270512166494,0.5807672948783351,
facility_2578,facility_1013,0.3958349583873549,4.389456964295421,4.389456964295421,1.0,کلینیک حنجره دکتر احمدی,doctors,35.7173821,51.3637635,بیمارستان سلامت فردا,hospital,35.74368823718312,51.327500297168406,CALM,0.0,,0.43583495838735486,0.5641650416126451,
facility_2442,facility_1014,0.16020049771143496,1.7764807667010611,1.7764807667010611,1.0,اورژانس اجتماعي تهران شميرانات,hospital,35.7632471,51.4070116,بیمارستان کودکان حضرت علی اصغر,hospital,35.767388599236256,51.42599559885438,CALM,0.0,,0.20020049771143497,0.799799502288565,
facility_2442,facility_1015,0.22091930224769396,2.449798203142745,2.449798203142745,1.0,کلینیک روانشناسی روان آرام,clinic,35.7601621,51.4003867,بیمارستان کودکان حضرت علی اصغر,hospital,35.767388599236256,51.42599559885438,CALM,0.0,,0.26091930224769394,0.7390806977523061,
facility_2513,facility_1017,0.4911668141753045,5.4466022958053575,5.4466022958053575,1.0,مرکز مشاوره روانشناسی دکتر علیرضا چیره نژاد,clinic,35.64736,51.4713845,درمانگاه شبانه‌روزی یاس,hospital,35.63380147765345,51.413563736577125,CALM,0.0,,0.5311668141753045,0.46883318582469546,
facility_2578,facility_1018,0.18593561777492434,2.0618603159199536,2.0618603159199536,1.0,کلینیک دندانپزشکی لبخند مشکوه,clinic,35.7298087,51.3426693,بیمارستان سلامت فردا,hospital,35.74368823718312,51.327500297168406,CALM,0.0,,0.22593561777492435,0.7740643822250757,
facility_2442,facility_1019,0.40813789085975566,4.525885522405212,4.525885522405212,1.0,کلینیک آفا,clinic,35.7713677,51.376164,بیمارستان کودکان حضرت علی اصغر,hospital,35.767388599236256,51.42599559885438,CALM,0.0,,0.44813789085975564,0.5518621091402444,
facility_2442,facility_102,0.42921774311902544,4.759642299933748,4.759642299933748,1.0,unnamed,clinic,35.7251761,51.4354727,بیمارستان کودکان حضرت علی اصغر,hospital,35.767388599236256,51.42599559885438,CALM,0.0,,0.4692177431190254,0.5307822568809746,
facility_2442,facility_1023,0.42157824815149764,4.674927108214628,4.674927108214628,1.0,کلینیک ارتوپدی طب نادر,clinic,35.7707022,51.3744368,بیمارستان کودکان حضرت علی اصغر,hospital,35.767388599236256,51.42599559885438,CALM,0.0,,0.4615782481514976,0.5384217518485024,
facility_2442,facility_1024,0.26681877195813786,2.9587824217140044,2.9587824217140044,1.0,کلنیک نسخه,clinic,35.7567496,51.3959809,بیمارستان کودکان حضرت علی اصغر,hospital,35.767388599236256,51.42599559885438,CALM,0.0,,0.30681877195813784,0.6931812280418621,
facility_2442,facility_1025,0.4732775889041443,5.248226728441997,5.248226728441997,1.0,کلینیک فیزیوتراپی آرکا,clinic,35.789427,51.37461,بیمارستان کودکان حضرت علی اصغر,hospital,35.767388599236256,51.42599559885438,CALM,0.0,,0.5132775889041443,0.4867224110958557,
facility_2578,facility_1027,0.24565611433086568,2.7241074064412834,2.7241074064412834,1.0,کلینیک زیبایی فلورا,clinic,35.7680269,51.3315467,بیمارستان سلامت فردا,hospital,35.74368823718312,51.327500297168406,CALM,0.0,,0.2856561143308657,0.7143438856691343,
facility_2442,facility_1029,0.12520328919293952,1.3883929098623,1.3883929098623,1.0,مطب خانم دکتر سمیه حجازی نیا,doctors,35.7664604,51.4413127,بیمارستان کودکان حضرت علی اصغر,hospital,35.767388599236256,51.42599559885438,CALM,0.0,,0.16520328919293953,0.8347967108070604,
facility_2578,facility_103,0.3823269451097926,4.23966513389077,4.23966513389077,1.0,دکتر کوهستانی,doctors,35.7701583,51.3613338,بیمارستان سلامت فردا,hospital,35.74368823718312,51.327500297168406,CALM,0.0,,0.4223269451097926,0.5776730548902074,
facility_2578,facility_1031,0.42268507453200393,4.68720082649351,4.68720082649351,1.0,آزمایشگاه فروزنده شاملو,laboratory,35.7710953,51.3669662,بیمارستان سلامت فردا,hospital,35.74368823718312,51.327500297168406,CALM,0.0,,0.4626850745320039,0.5373149254679961,
facility_2442,facility_1032,0.47341645790031694,5.249766661864902,5.249766661864902,1.0,مطب دکتر نرگس سروش,doctors,35.7810588,51.3703886,بیمارستان کودکان حضرت علی اصغر,hospital,35.767388599236256,51.42599559885438,CALM,0.0,,0.513416457900317,0.486583542099683,
