name,amenity,healthcare,facility_category,is_demand_point,is_candidate_station,latitude,longitude
دکتر نیما توکلی - متخصص اعصاب و روان,doctors,doctor,doctors,True,False,35.7235261,51.4235984
دکتر نازنین صفائی,doctors,doctor,doctors,True,False,35.7972275,51.409595
وستالب,clinic,clinic,clinic,True,False,35.7542463,51.4109982
آزمایشگاه ژنتیک بنیان,,laboratory,laboratory,True,False,35.757943,51.4473186
کلینیک جوان,clinic,clinic,clinic,True,False,35.7445613,51.4119459
دکتر رضا کریمیان ، جراح بینی,doctors,doctor,doctors,True,False,35.7780896,51.3603729
درمانگاه آزادگان,clinic,clinic,clinic,True,False,35.6625474,51.4594474
مطب دکتر فاطمه ابراهیمی,doctors,doctor,doctors,True,False,35.7458743,51.41138
کلینیک پوست و مو ساعی,clinic,clinic,clinic,True,False,35.7680988,51.4191241
مطب دکتر مهدی صالح زاده,doctors,doctor,doctors,True,False,35.7362856,51.4638748
کلینیک ماهک,clinic,clinic,clinic,True,False,35.723316,51.41166
دکتر سیامک مرادی,doctors,doctor,doctors,True,False,35.7664665,51.4429076
ساختمان پزشکان سبز,doctors,doctor,doctors,True,False,35.7655706,51.4421084
دکتر زهرا امیدوار,doctors,doctor,doctors,True,False,35.7426129,51.4472434
کلینیک زیبایی پارسیان طب,clinic,doctor,clinic,True,False,35.7599931,51.4426617
ساختمان پزشکان حکیم,doctors,doctor,doctors,True,False,35.7650152,51.4415233
unnamed,doctors,doctor,doctors,True,False,35.7080639,51.388873
مرکز بهداشت دولت آباد,clinic,clinic,clinic,True,False,35.6171059,51.452614
آزمایشگاه تشخیص طبی خاتم,,laboratory,laboratory,True,False,35.6336878,51.3726782
آزمایشگاه تشخیص طبی سفیر,,laboratory,laboratory,True,False,35.6345679,51.3786164
آزمایشگاه تشخیص طبی شریعتی,,laboratory,laboratory,True,False,35.6352072,51.3786158
آزمایشگاه تشخیص طبی ماهان,,laboratory,laboratory,True,False,35.6343738,51.3790994
بان کلینیک,clinic,,clinic,True,False,35.796139,51.4761078
ویولا کلینیک,clinic,clinic,clinic,True,False,35.7357096,51.5255071
مرکز جراحی سهند,clinic,clinic,clinic,True,False,35.7323872,51.4426082
مرکز ارتوپدی فنی طب نو,clinic,clinic,clinic,True,False,35.7339081,51.4404107
کلینیک دامپزشکی سهروردی,,clinic,clinic,True,False,35.7275337,51.4368537
درمانگاه خيريه امام جعفر صادق ع تهرانپارس,clinic,clinic,clinic,True,False,35.7431631,51.554655
پایگاه سلامت باغ اناری,clinic,clinic,clinic,True,False,35.7527238,51.5446671
کلینیک گوارش,,clinic,clinic,True,False,35.7348696,51.3284603
کلینیک پزشگان,,clinic,clinic,True,False,35.7347783,51.3276466
مرکز لیزر پوست و مو دوان,clinic,clinic,clinic,True,False,35.7601607,51.4356871
مرکز بهداشت صفا,clinic,clinic,clinic,True,False,35.7010889,51.4578185
دکتر سپید,doctors,doctor,doctors,True,False,35.7721707,51.3746402
درمانگاه امام حسن عسگری,clinic,clinic,clinic,True,False,35.6928201,51.479175
مرکز همودیالیز به آفرین,clinic,clinic,clinic,True,False,35.7454423,51.2314876
کلینیک تخصصی پوست، مو و زیبایی همسا,clinic,clinic,clinic,True,False,35.7259021,51.4743895
مطب دکتر حمیدرضا سمیعی,doctors,doctor,doctors,True,False,35.7405476,51.4674886
مرکز توانبخشی معلولان ذهنی آوای رضوان,clinic,clinic,clinic,True,False,35.6394519,51.4454012
کلینیک دندانپزشکی بهبود,clinic,clinic,clinic,True,False,35.7592498,51.4115221
مطب دکتر محمدرضا چراغیان,doctors,doctor,doctors,True,False,35.7359205,51.4057337
درمانگاه خیریه حضرت علی‌اصغر,clinic,,clinic,True,False,35.613511,51.4527176
درمانگاه شهرداری منطقه ۱۰,clinic,clinic,clinic,True,False,35.6701984,51.3727813
درمانگاه خیریه امام صادق,clinic,clinic,clinic,True,False,35.7190814,51.5058919
مرکز تصویربرداری پزشکی تهران,clinic,,clinic,True,False,35.7195006,51.4056101
مرکز خدمات جامع سلامت احمدی,clinic,clinic,clinic,True,False,35.7055657,51.4591962
دکتر آذر محمدی | زیبایی,doctors,doctor,doctors,True,False,35.7942438,51.4365002
درمانگاه خیریه شبانه روزی رضویه,clinic,clinic,clinic,True,False,35.8150957,51.4796625
مرکز جراحی سعادت آباد,clinic,clinic,clinic,True,False,35.7828861,51.3774344
درمانگاه تامین اجتماعی آزادی,clinic,clinic,clinic,True,False,35.7004703,51.320568
کلینیک هورسام,clinic,clinic,clinic,True,False,35.7714843,51.3574539
پایگاه سلامت هروی,clinic,clinic,clinic,True,False,35.7595737,51.4725099
مطب دکتر مهدی احمدی احمدی، فوق تخصص جراحی پلاستیک و زیبایی,doctors,doctor,doctors,True,False,35.7520551,51.4107961
درمانگاه نبوی,clinic,clinic,clinic,True,False,35.6028701,51.4344949
پایگاه بهداشت ولی آباد بهشتی,clinic,clinic,clinic,True,False,35.5807898,51.4197847
کلینیک ایدن,clinic,clinic,clinic,True,False,35.7990995,51.4417285
مرکز بهداشت چهارصد دستگاه,clinic,clinic,clinic,True,False,35.6898035,51.4550574
دکتر فرشاد جعفری، فوق تخصص قلب کودکان,doctors,doctor,doctors,True,False,35.7746777,51.4097932
کلینیک پوست و زیبایی دکتر مهدی میمنت,clinic,clinic,clinic,True,False,35.8135513,51.4760156
کلینیک کاردرمانی و گفتاردرمانی آریان,clinic,clinic,clinic,True,False,35.7749888,51.3615286
unnamed,doctors,doctor,doctors,True,False,35.6788967,51.3605591
لیزر سلین,clinic,clinic,clinic,True,False,35.7866517,51.4356664
رادیولوژی و سونوگرافی کیهان,doctors,doctor,doctors,True,False,35.7301342,51.3791311
مرکز پزشکی هسته ای آفتاب,,laboratory,laboratory,True,False,35.7265487,51.5240473
مرکز زیبایی دکتر شیدوش,clinic,clinic,clinic,True,False,35.781618,51.4490163
سمعک برتر,clinic,clinic,clinic,True,False,35.766951,51.4406803
مرکز شنوایی سنجی و فروش سمعک آلفا,clinic,clinic,clinic,True,False,35.7591169,51.4115882
کلینیک پوست و مو ماهور,clinic,clinic,clinic,True,False,35.8063828,51.456959
رادیولوژی دکتر صدری,doctors,doctor,doctors,True,False,35.745168,51.4507107
رادیولوژی و سونوگرافی ستارخان,doctors,doctor,doctors,True,False,35.7097293,51.3733673
آزمایشگاه میرداماد,,laboratory,laboratory,True,False,35.7596761,51.4458384
درمانگاه فرهنگیان منطقه ۱۴,clinic,clinic,clinic,True,False,35.6884082,51.4595495
آزمایشگاه آرامش,,laboratory,laboratory,True,False,35.7826933,51.3742202
دکتر رضا خدادادی,doctors,doctor,doctors,True,False,35.7884939,51.4191711
درمانگاه چمران,clinic,clinic,clinic,True,False,35.7012352,51.4450741
رادیولوژی فک و صورت دکتر یاراحمدی,doctors,doctor,doctors,True,False,35.7617812,51.445565
مطب دکتر روحانی,doctors,doctor,doctors,True,False,35.7758069,51.3662419
کلینیک فیزیوتراپی بامداد سلامت,clinic,clinic,clinic,True,False,35.7273361,51.4079008
کلینیک مهر پویا (دکتر اسدالله امان الهی),clinic,,clinic,True,False,35.7264103,51.3225612
کلینیک مهر پویا (دکتر اسدالله امان الهی),clinic,clinic,clinic,True,False,35.7770192,51.3550218
دکتر حبیبه احمدی متخصص زنان,doctors,doctor,doctors,True,False,35.7813764,51.3712249
آزمایشگاه پاتوبیولوژی دکتر ویشکائی,,laboratory,laboratory,True,False,35.7320724,51.524702
آزمایشگاه چهر,,laboratory,laboratory,True,False,35.7426242,51.4466474
دکتر مسعود صدرالدینی,doctors,doctor,doctors,True,False,35.7990161,51.4409996
دکتر فاطمه سمامی,doctors,doctor,doctors,True,False,35.7990474,51.4410042
مرکز تخصصی طب کار چشم انداز,clinic,,clinic,True,False,35.7197576,51.3360106
دکتر غزاله موسوی زاده,doctors,doctor,doctors,True,False,35.7572782,51.2894104
دکتر سپیده مدعی نما,doctors,doctor,doctors,True,False,35.7685596,51.4609959
دکتر علی اصغر شیرازی,doctors,doctor,doctors,True,False,35.7287479,51.4164594
آزمایشگاه پاتوبیولوژی سروش,,laboratory,laboratory,True,False,35.6919556,51.4771805
آزمایشگاه دکتر حیدریان,,laboratory,laboratory,True,False,35.5914345,51.431324
آزمایشگاه تشخیص طبی الوند,,laboratory,laboratory,True,False,35.5912628,51.4426384
آزمایشگاه پاتوبیولوژی پلاسما طب,,laboratory,laboratory,True,False,35.592617,51.4401512
آزمایشگاه پاتوبیولوژی امروز,,laboratory,laboratory,True,False,35.5907631,51.438282
آزمایشگاه حکمت,,laboratory,laboratory,True,False,35.6178643,51.4537853
آزمایشگاه زکریا رازی,,laboratory,laboratory,True,False,35.6002769,51.4384613
آزمایشگاه امامی اهری,,laboratory,laboratory,True,False,35.6641159,51.3988113
آزمایشگاه نیاوران,,laboratory,laboratory,True,False,35.8116747,51.4633353
آزمایشگاه هدیه,,laboratory,laboratory,True,False,35.715229,51.431633
آزمایشگاه ساعی,,laboratory,laboratory,True,False,35.7353783,51.525074
آزمایشگاه دکتر منشدی,,laboratory,laboratory,True,False,35.7646027,51.4192009
آزمایشگاه تسکین,,laboratory,laboratory,True,False,35.6768227,51.3598137
آزمایشگاه تشخیص طبی دکتر فرحتاج,,laboratory,laboratory,True,False,35.5837517,51.4525452
آزمایشگاه پاتوبیولوژی یاس,,laboratory,laboratory,True,False,35.6742744,51.3431625
آزمایشگاه شمیران نو,,laboratory,laboratory,True,False,35.748909,51.5023346
آزمایشگاه احسان,,laboratory,laboratory,True,False,35.7384338,51.558136
آزمایشگاه بهرینگ,,laboratory,laboratory,True,False,35.7570915,51.4006958
آزمایشگاه الیا,,laboratory,laboratory,True,False,35.7601395,51.4425507
آزمایشگاه ظفر,,laboratory,laboratory,True,False,35.7653323,51.4434054
رادیولوژی تات,,laboratory,laboratory,True,False,35.7388362,51.5314233
آزمایشگاه یزدان,,laboratory,laboratory,True,False,35.7243576,51.4378357
آزمایشگاه نیکنام,,laboratory,laboratory,True,False,35.6429367,51.4207954
آزمایشگاه سینا,,laboratory,laboratory,True,False,35.6731474,51.2668707
آزمایشگاه ابن سینا,,laboratory,laboratory,True,False,35.7237015,51.442646
آزمایشگاه تشخیص پزشکی دکتر آقامحمدی,,laboratory,laboratory,True,False,35.6347359,51.3502237
آزمایشگاه شهران,,laboratory,laboratory,True,False,35.7580396,51.2899768
آزمایشگاه دیبا,,laboratory,laboratory,True,False,35.7707253,51.3042412
آزمایشگاه دکتر امامی,,laboratory,laboratory,True,False,35.6367811,51.411036
آزمایشگاه تخت جمشید,,laboratory,laboratory,True,False,35.7100067,51.4303398
آزمایشگاه برنارد,,laboratory,laboratory,True,False,35.7248878,51.4187355
آزمایشگاه امیر کبیر,,laboratory,laboratory,True,False,35.6616637,51.3437566
آزمایشگاه پاسکال,,laboratory,laboratory,True,False,35.7005184,51.3904161
آزمایشگاه کاوش,,laboratory,laboratory,True,False,35.763382,51.2905006
آزمایشگاه جلوه,,laboratory,laboratory,True,False,35.7349281,51.4997025
آزمایشگاه دکتر تقوی,,laboratory,laboratory,True,False,35.7415009,51.533287
آزمایشگاه لاوازیه,,laboratory,laboratory,True,False,35.736248,51.4888077
آزمایشگاه دکتر حبیبی,,laboratory,laboratory,True,False,35.6973495,51.4154472
آزمایشگاه لوتوس,,laboratory,laboratory,True,False,35.7345734,51.3553772
آزمایشگاه داورپناه,,laboratory,laboratory,True,False,35.7029533,51.4130936
آزمایشگاه دکتر سبزپوشان,,laboratory,laboratory,True,False,35.7227097,51.3319206
آزمایشگاه بیمارستان رسالت,,laboratory,laboratory,True,False,35.7421875,51.4489136
آزمایشگاه پزشکی ری,,laboratory,laboratory,True,False,35.596097,51.4392883
آزمایشگاه دکتر عمادی,,laboratory,laboratory,True,False,35.6488647,51.3425827
آزمایشگاه پاتوبیولوژی و تشخیص پزشکی بهار,,laboratory,laboratory,True,False,35.7163734,51.389782
آزمایشگاه شهباز,,laboratory,laboratory,True,False,35.6712608,51.4461823
آزمایشگاه جشنواره,,laboratory,laboratory,True,False,35.7346649,51.5353622
آزمایشگاه دکتر علوی,,laboratory,laboratory,True,False,35.6748962,51.3363876
آزمایشگاه بیمارستان شهریار,,laboratory,laboratory,True,False,35.6992264,51.3667107
آزمایشگاه فارابی,,laboratory,laboratory,True,False,35.7656441,51.4426422
آزمایشگاه لامارک,,laboratory,laboratory,True,False,35.7275124,51.4070663
آزمایشگاه کیمیا,,laboratory,laboratory,True,False,35.6701164,51.3793488
آزمایشگاه ویلسون,,laboratory,laboratory,True,False,35.6601143,51.4310837
آزمایشگاه کوروش,,laboratory,laboratory,True,False,35.8063052,51.430051
آزمایشگاه مبنا,,laboratory,laboratory,True,False,35.7361641,51.4058952
آزمایشگاه تشخیص طبی دکتر خطایی,,laboratory,laboratory,True,False,35.713398,51.4600716
آزمایشگاه تشخیص پزشکی پارس,,laboratory,laboratory,True,False,35.6919518,51.3494072
آزمایشگاه زکریا,,laboratory,laboratory,True,False,35.7322578,51.3105049
آزمایشگاه موسسه غرب,,laboratory,laboratory,True,False,35.76091,51.4002342
آزمایشگاه گلستان,,laboratory,laboratory,True,False,35.7700844,51.4598694
آزمایشگاه پاتوبیولوژی شرق,,laboratory,laboratory,True,False,35.7161865,51.4907074
آزمایشگاه تشخیص پزشکی بهمن,,laboratory,laboratory,True,False,35.6582565,51.3575478
آزمایشگاه صبا,,laboratory,laboratory,True,False,35.7105255,51.436348
آزمایشگاه مهناز,,laboratory,laboratory,True,False,35.7323036,51.4324951
آزمایشگاه ستارخان,,laboratory,laboratory,True,False,35.7184906,51.3638649
آزمایشگاه آلبرت,,laboratory,laboratory,True,False,35.6907365,51.4613728
کلینیک سلامت ملل متحد,clinic,clinic,clinic,True,False,35.8043752,51.4567557
آزمایشگاه ولی عصر,,laboratory,laboratory,True,False,35.6417618,51.3387337
آزمایشگاه پاتوبیولوژی خزانه,,laboratory,laboratory,True,False,35.6353836,51.4215279
آزمایشگاه دکتر عزیزپور,,laboratory,laboratory,True,False,35.6655693,51.4476128
آزمایشگاه مریم,,laboratory,laboratory,True,False,35.7689781,51.3783722
کلینیک زیبایی هستیا,clinic,clinic,clinic,True,False,35.7971755,51.446072
کلینیک الهام,clinic,clinic,clinic,True,False,35.7782516,51.3598442
آزمایشگاه پاس,,laboratory,laboratory,True,False,35.7224818,51.4510102
آزمایشگاه بیمارستان ساسان,,laboratory,laboratory,True,False,35.7109413,51.4032326
آزمایشگاه تهرانسر,,laboratory,laboratory,True,False,35.6966553,51.2543716
آزمایشگاه اقدسیه,,laboratory,laboratory,True,False,35.8007278,51.4828148
آزمایشگاه مشیریه,,laboratory,laboratory,True,False,35.6249046,51.4896088
آزمایشگاه دکتر جلالی,,laboratory,laboratory,True,False,35.730175,51.3790703
آزمایشگاه شهرآرا,,laboratory,laboratory,True,False,35.7224388,51.3722115
آزمایشگاه پاتوبیولوژی دی,,laboratory,laboratory,True,False,35.6370468,51.4020844
آزمایشگاه تشخیص طبی ملاصدرا,,laboratory,laboratory,True,False,35.7163696,51.4657669
آزمایشگاه بیمارستان جم,,laboratory,laboratory,True,False,35.7227821,51.4230309
آزمایشگاه سازمان انتقال خون,,laboratory,laboratory,True,False,35.7483864,51.375206
آزمایشگاه پرژن,,laboratory,laboratory,True,False,35.7440147,51.3281364
آزمایشگاه فرمند,,laboratory,laboratory,True,False,35.778038,51.3604012
آزمایشگاه توانا,,laboratory,laboratory,True,False,35.7740479,51.3771744
آزمایشگاه پاتوبیولوژی دکتر تیموری,,laboratory,laboratory,True,False,35.7479324,51.2478676
آزمایشگاه دکتر پورلشگری,,laboratory,laboratory,True,False,35.7617569,51.4456139
آزمایشگاه اروند,,laboratory,laboratory,True,False,35.7179527,51.3891487
آزمایشگاه لیانا,,laboratory,laboratory,True,False,35.7576218,51.4394341
آزمایشگاه اکسین,,laboratory,laboratory,True,False,35.7107773,51.2761803
آزمایشگاه دولت,,laboratory,laboratory,True,False,35.7749138,51.4637718
آزمایشگاه سپیدار,,laboratory,laboratory,True,False,35.7015915,51.3621979
آزمایشگاه نگین اختیاریه,,laboratory,laboratory,True,False,35.7882309,51.4670029
آزمایشگاه صدرا,,laboratory,laboratory,True,False,35.7778713,51.3356956
آزمایشگاه رسالت,,laboratory,laboratory,True,False,35.7383385,51.4771347
آزمایشگاه امین,,laboratory,laboratory,True,False,35.6772614,51.3728104
آزمایشگاه پاتوبیولوژی صادقیه,,laboratory,laboratory,True,False,35.7214203,51.3410416
آزمایشگاه سحر,,laboratory,laboratory,True,False,35.7300224,51.495636
آزمایشگاه سبحان,,laboratory,laboratory,True,False,35.7003899,51.4899216
آزمایشگاه پاتوبیولوژی ادیب,,laboratory,laboratory,True,False,35.6927071,51.4855042
آزمایشگاه قانون,,laboratory,laboratory,True,False,35.736702,51.3195343
آزمایشگاه گرگان,,laboratory,laboratory,True,False,35.716732,51.455101
آزمایشگاه آریا,,laboratory,laboratory,True,False,35.752594,51.5310555
آزمایشگاه پاتوبیولوژی همت,,laboratory,laboratory,True,False,35.7483101,51.478199
آزمایشگاه کیهان,,laboratory,laboratory,True,False,35.712326,51.3671875
آزمایشگاه سپهر,,laboratory,laboratory,True,False,35.6604156,51.4477997
آزمایشگاه خادم,,laboratory,laboratory,True,False,35.7972794,51.4100609
آزمایشگاه آریاشهر,,laboratory,laboratory,True,False,35.7257118,51.3358192
آزمایشگاه نگرش,,laboratory,laboratory,True,False,35.7002182,51.2546883
آزمایشگاه پاد,,laboratory,laboratory,True,False,35.7607498,51.3357353
آزمایشگاه پاتوبیولوژی شفق طب آزما,,laboratory,laboratory,True,False,35.63694,51.4056206
آزمایشگاه بازرگانان,,laboratory,laboratory,True,False,35.6520042,51.3405037
آزمایشگاه نوبنیاد,,laboratory,laboratory,True,False,35.7912903,51.4772034
آزمایشگاه پامچال,,laboratory,laboratory,True,False,35.6229401,51.4853363
آزمایشگاه نگین ونک,,laboratory,laboratory,True,False,35.7592735,51.4112701
آزمایشگاه مرزداران,,laboratory,laboratory,True,False,35.7341003,51.3595505
آزمایشگاه دکتر نیکوکار,,laboratory,laboratory,True,False,35.7680511,51.3268242
آزمایشگاه دقیق,,laboratory,laboratory,True,False,35.6225967,51.4867516
آزمایشگاه پاتوبیولوژی هما,,laboratory,laboratory,True,False,35.7599411,51.3247299
آزمایشگاه نمونه,,laboratory,laboratory,True,False,35.6527176,51.3114281
آزمایشگاه نور دانش,,laboratory,laboratory,True,False,35.7458954,51.2630157
آزمایشگاه پاتوبیولوژی حکیمیه,,laboratory,laboratory,True,False,35.7398071,51.5958672
آزمایشگاه تشخیص طبی و آسیب شناسی مهرگان,,laboratory,laboratory,True,False,35.7341843,51.3527145
آزمایشگاه سعید,,laboratory,laboratory,True,False,35.7618675,51.4542923
آزمایشگاه تشخیص طبی نیک,,laboratory,laboratory,True,False,35.7553711,51.4768562
آزمایشگاه فرجام,,laboratory,laboratory,True,False,35.7365532,51.5165291
آزمایشگاه پاتوبیولوژی دکتر زیدی,,laboratory,laboratory,True,False,35.7786789,51.4785538
آزمایشگاه ژنتیک پزشکی دکتر اکبری,,laboratory,laboratory,True,False,35.7063179,51.4246826
آزمایشگاه تشخیص طبی معین,,laboratory,laboratory,True,False,35.6886711,51.3460388
آزمایشگاه تشخیص پزشکی پویش,,laboratory,laboratory,True,False,35.7099075,51.4739456
آزمایشگاه تشخیص پزشکی آروین,,laboratory,laboratory,True,False,35.7092628,51.3158875
آزمایشگاه کاج,,laboratory,laboratory,True,False,35.7845993,51.3734703
آزمایشگاه شفق,,laboratory,laboratory,True,False,35.725605,51.435585
آزمایشگاه افق,,laboratory,laboratory,True,False,35.7382317,51.5064163
آزمایشگاه نعمت آباد,,laboratory,laboratory,True,False,35.6283188,51.3558121
آزمایشگاه نبرد,,laboratory,laboratory,True,False,35.6880913,51.47892
آزمایشگاه تحقیق,,laboratory,laboratory,True,False,35.6934357,51.2520256
آزمایشگاه هدف,,laboratory,laboratory,True,False,35.7267841,51.3768334
آزمایشگاه قیطریه,,laboratory,laboratory,True,False,35.7989006,51.4408913
آزمایشگاه فردوس,,laboratory,laboratory,True,False,35.7259903,51.3069992
آزمایشگاه اردیبهشت,,laboratory,laboratory,True,False,35.7320175,51.5208931
آزمایشگاه دولت آباد,,laboratory,laboratory,True,False,35.6182747,51.4489594
آزمایشگاه تشخیص طبی بهرامی نژاد,,laboratory,laboratory,True,False,35.7306252,51.178688
آزمایشگاه نیایش,,laboratory,laboratory,True,False,35.7154236,51.5040245
آزمایشگاه ارسطو,,laboratory,laboratory,True,False,35.6666069,51.4597092
آزمایشگاه پیوند,,laboratory,laboratory,True,False,35.766243,51.4302483
آزمایشگاه جوانه,,laboratory,laboratory,True,False,35.6377335,51.3563538
آزمایشگاه تشخیص طبی دکتر قنبری,,laboratory,laboratory,True,False,35.6788826,51.3598518
آزمایشگاه بینا,,laboratory,laboratory,True,False,35.6891785,51.3566628
آزمایشگاه حاذق,,laboratory,laboratory,True,False,35.7185783,51.4638672
آزمایشگاه شایان,,laboratory,laboratory,True,False,35.7439117,51.3035851
آزمایشگاه نیما,,laboratory,laboratory,True,False,35.6911545,51.4709587
آزمایشگاه پارامیس,,laboratory,laboratory,True,False,35.753685,51.3663788
آزمایشگاه پاتوبیولوژی فروردین,,laboratory,laboratory,True,False,35.6868668,51.3672218
آزمایشگاه دکتر محمدی جوبنی,,laboratory,laboratory,True,False,35.632534,51.4175987
آزمایشگاه امگا,,laboratory,laboratory,True,False,35.7565689,51.3943939
آزمایشگاه جردن,,laboratory,laboratory,True,False,35.761261,51.4196243
آزمایشگاه ایثار,,laboratory,laboratory,True,False,35.7865753,51.3506737
آزمایشگاه شاهین,,laboratory,laboratory,True,False,35.6605835,51.3034325
آزمایشگاه شاهنگیان,,laboratory,laboratory,True,False,35.7186089,51.504097
آزمایشگاه به آزما نوین,,laboratory,laboratory,True,False,35.7679462,51.4419858
آزمایشگاه پاتوبیولوژی مادر,,laboratory,laboratory,True,False,35.7371407,51.3763123
آزمایشگاه پاتوبیولوژی ملت,,laboratory,laboratory,True,False,35.7315979,51.1890755
آزمایشگاه آرژانتین,,laboratory,laboratory,True,False,35.7396584,51.4151573
آزمایشگاه باران,,laboratory,laboratory,True,False,35.7596817,51.4361343
آزمایشگاه بصیر,,laboratory,laboratory,True,False,35.7084351,51.4974747
آزمایشگاه پیروزی,,laboratory,laboratory,True,False,35.6901436,51.4603004
آزمایشگاه سلام,,laboratory,laboratory,True,False,35.71101,51.377388
آزمایشگاه آفاق,,laboratory,laboratory,True,False,35.7212753,51.3358841
آزمایشگاه پارسیا,,laboratory,laboratory,True,False,35.6491127,51.3922997
آزمایشگاه افشار,,laboratory,laboratory,True,False,35.7368965,51.5556488
آزمایشگاه پاتریس,,laboratory,laboratory,True,False,35.7125435,51.3719177
آزمایشگاه کیانشهر,,laboratory,laboratory,True,False,35.6355858,51.4456863
آزمایشگاه ساحل,,laboratory,laboratory,True,False,35.7408714,51.5332756
آزمایشگاه اکسیر,,laboratory,laboratory,True,False,35.729454,51.3260498
آزمایشگاه ایرانا,,laboratory,laboratory,True,False,35.760006,51.3301239
آزمایشگاه داریوش,,laboratory,laboratory,True,False,35.731739,51.4667473
آزمایشگاه برسا,,laboratory,laboratory,True,False,35.7600555,51.437088
آزمایشگاه محسن,,laboratory,laboratory,True,False,35.6814232,51.3851814
آزمایشگاه آرمین,,laboratory,laboratory,True,False,35.7270864,51.4187089
آزمایشگاه آرام مهر,,laboratory,laboratory,True,False,35.7618027,51.4458199
آزمایشگاه صفا,,laboratory,laboratory,True,False,35.697216,51.4476929
آزمایشگاه فیتاس,,laboratory,laboratory,True,False,35.708149,51.386158
آزمایشگاه آرتا,,laboratory,laboratory,True,False,35.7132988,51.3859406
آزمایشگاه پاتوبیولوژی و ژنتیک پزشکی تهران لب,,laboratory,laboratory,True,False,35.7342494,51.4104611
آزمایشگاه مانی,,laboratory,laboratory,True,False,35.7205734,51.4667244
آزمایشگاه بهمن طب,,laboratory,laboratory,True,False,35.7562828,51.3955803
آزمایشگاه تاو,,laboratory,laboratory,True,False,35.7705307,51.3723156
آزمایشگاه پاتوبیولوژی و ژنتیک مدیکال,,laboratory,laboratory,True,False,35.701683,51.4457855
آزمایشگاه جاوید,,laboratory,laboratory,True,False,35.6818962,51.3963013
آزمایشگاه سما,,laboratory,laboratory,True,False,35.7220268,51.3366623
آزمایشگاه هادی,,laboratory,laboratory,True,False,35.6916084,51.4439888
آزمایشگاه ارس,,laboratory,laboratory,True,False,35.797348,51.4334602
آزمایشگاه تجریش,,laboratory,laboratory,True,False,35.8062286,51.4257469
آزمایشگاه ژن لند,,laboratory,laboratory,True,False,35.7066003,51.4259671
آزمایشگاه پاتوبیولوژی هستی,,laboratory,laboratory,True,False,35.6911888,51.4721451
پژوهشگاه ملی مهندسی ژنتیک و زیست فن آوری و ژنتیک پزشکی,,laboratory,laboratory,True,False,35.7126045,51.3829536
آزمایشگاه بهین,,laboratory,laboratory,True,False,35.6350784,51.4916878
آزمایشگاه پند,,laboratory,laboratory,True,False,35.7432289,51.5318222
آزمایشگاه مدرن,,laboratory,laboratory,True,False,35.7247238,51.4189796
آزمایشگاه فرین,,laboratory,laboratory,True,False,35.7977791,51.4563637
آزمایشگاه طلوع,,laboratory,laboratory,True,False,35.6924324,51.4821625
آزمایشگاه حافظ,,laboratory,laboratory,True,False,35.6677003,51.3824708
آزمایشگاه تشخیص پزشکی تهران طب,,laboratory,laboratory,True,False,35.7621994,51.3039398
آزمایشگاه فر دانش,,laboratory,laboratory,True,False,35.6525078,51.4929085
آزمایشگاه رایت,,laboratory,laboratory,True,False,35.6792755,51.4014091
آزمایشگاه برنا,,laboratory,laboratory,True,False,35.7766342,51.4865417
آزمایشگاه یکتا,,laboratory,laboratory,True,False,35.7070541,51.3835526
آزمایشگاه پزشکی آنالیز,,laboratory,laboratory,True,False,35.75951,51.3125687
آزمایشگاه امید بهشت,,laboratory,laboratory,True,False,35.7432938,51.5631409
آزمایشگاه قائم مقام,,laboratory,laboratory,True,False,35.7233582,51.4199409
آزمایشگاه جام جم,,laboratory,laboratory,True,False,35.7449608,51.4113426
آزمایشگاه مهر ایران,,laboratory,laboratory,True,False,35.7391167,51.4435387
آزمایشگاه حکیم,,laboratory,laboratory,True,False,35.7445946,51.2352219
آزمایشگاه نانو,,laboratory,laboratory,True,False,35.7356148,51.4872894
آزمایشگاه تشخیص طبی روشان,,laboratory,laboratory,True,False,35.7395668,51.3039703
آزمایشگاه شیلا,,laboratory,laboratory,True,False,35.7688522,51.4762993
آزمایشگاه ابوذر,,laboratory,laboratory,True,False,35.6873436,51.4912567
آزمایشگاه وایت,,laboratory,laboratory,True,False,35.6974144,51.3714638
آزمایشگاه مدیا,,laboratory,laboratory,True,False,35.7241211,51.3281593
آزمایشگاه پرگن,,laboratory,laboratory,True,False,35.7177582,51.3409805
آزمایشگاه تشخیص طبی سامان,,laboratory,laboratory,True,False,35.7691231,51.4762611
آزمایشگاه میارناژن,,laboratory,laboratory,True,False,35.7449074,51.4114342
آزمایشگاه بهبود,,laboratory,laboratory,True,False,35.729105,51.4268645
آزمایشگاه رصد,,laboratory,laboratory,True,False,35.7369461,51.4895859
آزمایشگاه پارت,,laboratory,laboratory,True,False,35.7196002,51.3887632
آزمایشگاه نیوان,,laboratory,laboratory,True,False,35.8001404,51.4902077
آزمایشگاه بوستان,,laboratory,laboratory,True,False,35.7517281,51.5473366
آزمایشگاه پالادیوم,,laboratory,laboratory,True,False,35.7691543,51.3545859
آزمایشگاه اکرم,,laboratory,laboratory,True,False,35.6603546,51.3769608
آزمایشگاه برتر,,laboratory,laboratory,True,False,35.6139641,51.4921608
آزمایشگاه زیباشهر,,laboratory,laboratory,True,False,35.7386627,51.3050613
